date,nav
2025-09-30,0.9610612743144543
2025-10-31,0.7922915190874654
2025-11-30,0.7685141807117349
2025-12-31,0.6904149824114966
2026-01-31,0.5872326903899932
2026-02-28,0.5987296855831966
2026-03-31,0.6595164899837289
