date,nav
2025-07-31,0.9350599080474704
2025-08-31,0.9851840916456988
2025-09-30,0.9468222785513434
2025-10-31,0.7805530005507754
2025-11-30,0.757127945041329
2025-12-31,0.6801858573056513
2026-01-31,0.5785323046665252
2026-02-28,0.5898589614325963
2026-03-31,0.6497451541099795
