date,return
2025-09-30,-0.03893872568554568
2025-10-31,-0.17560769509454643
2025-11-30,-0.030010845506861394
2025-12-31,-0.10162362681181669
2026-01-31,-0.1494496710675456
2026-02-28,0.019578261533035768
2026-03-31,0.10152629118651846
